cnpj,razao_social,nome_fantasia,cep,endereco,bairro,cidade,uf,telefone,whatsapp,canal_preferencial,latitude,longitude,ativo,service_radius_km,prioridade,atende_empresarial,atende_residencial
05364951000163,R W GOMES REDE GAS LTDA,,,,,,,,,,,,True,,0,True,True
38448813,SAO TORQUATO COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
36737413,SAYONARA BATISTA DE SOUZA DISTRIBUIDORA STOP,,,,,,,,,,,,True,,0,True,True
38319113,SB COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
49118913,SCHELLMAN COMERCIO DE GAS E AGUA LTDA,,,,,,,,,,,,True,,0,True,True
26969213,SCN BISSOLI LTDA,,,,,,,,,,,,True,,0,True,True
26765213,SERTAO GAS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
26765213,SERTAO GAS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
39770213,S F ROCHA GAS BAR E MERCEARIA,,,,,,,,,,,,True,,0,True,True
23820913,SG COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
23820913,SG COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
11426913,SILVEIRA GAS LTDA,,,,,,,,,,,,True,,0,True,True
49876613,SMAEL GAS LTDA,,,,,,,,,,,,True,,0,True,True
36339113,SONIA MARIA LOSS MONTEIRO,,,,,,,,,,,,True,,0,True,True
31471913,SOUZA GAS EIRELI,,,,,,,,,,,,True,,0,True,True
3176613,S S COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
09248511000100,SUELENE DE SOUZA BOLDRINI,,,,,,,,,,,,True,,0,True,True
48892813,SUPERMERCADO E DISTRIBUIDORA BM LTDA,,,,,,,,,,,,True,,0,True,True
18010713,SUPER PARCEIRO GAS OURO VERDE DE MINAS LTDA,,,,,,,,,,,,True,,0,True,True
37011513,T E K COMERCIO DE GAS E BEBIDAS LTDA,,,,,,,,,,,,True,,0,True,True
35759313,THIAGO MARTINS PINTO COMERCIO DE GAS,,,,,,,,,,,,True,,0,True,True
30956613,TIAGO DIAS CALDAS,,,,,,,,,,,,True,,0,True,True
3834313,TOSTA COMERCIO DE GAS E DISTRIBUIDORA LTDA,,,,,,,,,,,,True,,0,True,True
07159978000140,U DA S NERY,,,,,,,,,,,,True,,0,True,True
53674213,ULISSES GAS E AGUA LTDA,,,,,,,,,,,,True,,0,True,True
28591613,VANILDA DO CARMO DE JESUS AQUINO,,,,,,,,,,,,True,,0,True,True
34762413,VIEIRA DA SILVA COMERCIO E TRANSPORTE LTDA,,,,,,,,,,,,True,,0,True,True
34762413,VIEIRA DA SILVA COMERCIO E TRANSPORTE LTDA,,,,,,,,,,,,True,,0,True,True
34611313,VINICIUS DE OLIVEIRA ANDRADE DEILDO GAS LTDA,,,,,,,,,,,,True,,0,True,True
05613950000105,V O SANTOS DE ITAMARAJU,,,,,,,,,,,,True,,0,True,True
40046513,VS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
4413513,WEDSON DA SILVA PENNA,,,,,,,,,,,,True,,0,True,True
56661613,07 COMERCIO E DISTRIBUICAO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
17639713,17639671 LTDA,,,,,,,,,,,,True,,0,True,True
17639713,17639671 LTDA,,,,,,,,,,,,True,,0,True,True
46243613,46243637 MARIA MIRIANE COSTA DA SILVA,,,,,,,,,,,,True,,0,True,True
49509613,49509644 LTDA,,,,,,,,,,,,True,,0,True,True
42464713,A BARBOSA DA LUZ COMERCIO VAREJISTA DE GAS,,,,,,,,,,,,True,,0,True,True
43462613,AC COMERCIO VAREJISTA DE GAS E AGUA LTDA,,,,,,,,,,,,True,,0,True,True
07178069000159,A DA C DUARTE,,,,,,,,,,,,True,,0,True,True
14224913,ADAMILTON DA CRUZ MORAES,,,,,,,,,,,,True,,0,True,True
14224913,ADAMILTON DA CRUZ MORAES,,,,,,,,,,,,True,,0,True,True
11808913,A DE S FARIAS COMERCIAL,,,,,,,,,,,,True,,0,True,True
24464913,A DE S SANTOS LTDA,,,,,,,,,,,,True,,0,True,True
05055558000198,A D G CARNEIRO EIRELI,,,,,,,,,,,,True,,0,True,True
52166413,A F CORREA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
25308413,A F DE ASSIS R NOBRE EIRELI,,,,,,,,,,,,True,,0,True,True
07533992000242,A F S S COM VAR DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
07533992000161,A F S S COM VAR DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
07533992000323,A F S S COM VAR DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
04863031000127,AGRO PASTORIL ARARI EIRELI,,,,,,,,,,,,True,,0,True,True
24144913,A H TEIXEIRA VIEIRA COMERCIO DE GAS,,,,,,,,,,,,True,,0,True,True
09509106000190,A J GOMES DA SILVA DISTRIBUIDORA DE GAS E BEBIDAS LTDA,,,,,,,,,,,,True,,0,True,True
13608713,A JR BECKMAN COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
11705313,ALENILDO SILVA DE SOUZA,,,,,,,,,,,,True,,0,True,True
49427413,ALEX ESPIRITO SANTO BASTOS LIMITADA,,,,,,,,,,,,True,,0,True,True
39941913,ALVES E MARQUES COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
14641513,AM COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
33931713,ANA QUEREM DA SILVA GONCALVES,,,,,,,,,,,,True,,0,True,True
51482913,ANTONIO MARCO OLIVEIRA DE JESUS,,,,,,,,,,,,True,,0,True,True
06140558000159,A R COSTA CUNHA,,,,,,,,,,,,True,,0,True,True
1304513,ARSENAL GAS LTDA,,,,,,,,,,,,True,,0,True,True
1304513,ARSENAL GAS LTDA,,,,,,,,,,,,True,,0,True,True
41707313,A R T DE LIMA E CIA LTDA,,,,,,,,,,,,True,,0,True,True
05319538000187,AUTO POSTO SENADOR LTDA,,,,,,,,,,,,True,,0,True,True
45188713,AZEVEDO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
45188713,AZEVEDO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
45188713,AZEVEDO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,,,,,,,,,,,,True,,0,True,True
49844713,BARBOSA GAS COMERCIO VAREJISTA DE AGUA E GAS LTDA,,,,,,,,,,,,True,,0,True,True
23293413,B COSTA FERNANDES,,,,,,,,,,,,True,,0,True,True
08874397000152,BENEVIDES COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
08874397000233,BENEVIDES COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
57509713,BIANCA MARQUES COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
04243263000182,BORGES E MELO LTDA,,,,,,,,,,,,True,,0,True,True
24977913,BOTELHO E CIA LTDA,,,,,,,,,,,,True,,0,True,True
13876513,BRINGEL COMERCIO E TRANSPORTE DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
54217813,BRINGEL E QUEIROZ COMERCIO E TRANSPORTE DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
14725113,BRUNA A R ALMEIDA COMERCIO DE GAS,,,,,,,,,,,,True,,0,True,True
46450613,B T P MARTINS,,,,,,,,,,,,True,,0,True,True
47144313,CAETE GAS LTDA,,,,,,,,,,,,True,,0,True,True
13608913,CAMPINA COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
13608913,CAMPINA COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
13608913,CAMPINA COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
00739232000166,CARNEIRO E JUNQUEIRA LTDA,,,,,,,,,,,,True,,0,True,True
00739232000247,CARNEIRO E JUNQUEIRA LTDA,,,,,,,,,,,,True,,0,True,True
43210713,C B REBELO TORRES COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
10467913,C B REBELO TORRES LTDA,,,,,,,,,,,,True,,0,True,True
10467913,C B REBELO TORRES LTDA,,,,,,,,,,,,True,,0,True,True
46937513,C C S ALMEIDA OLIVEIRA COMERCIO VAREJISTA DE GLP LTDA,,,,,,,,,,,,True,,0,True,True
20543713,C DE LIMA DAMASCENO,,,,,,,,,,,,True,,0,True,True
37259713,C E P MIRANDA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
37259713,C E P MIRANDA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
56961513,CHAMA GAS LTDA,,,,,,,,,,,,True,,0,True,True
35221413,CHAMAS GAS E AGUA LTDA,,,,,,,,,,,,True,,0,True,True
04970059000163,CM COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
30911713,COLARES COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
55871413,COMERCIAL ALMEIDA JUNIOR E NUNES LTDA,,,,,,,,,,,,True,,0,True,True
11165313,COMERCIO VAR DE GENEROS ALIMENTICIOS PANTOJA ANDRE LTDA,,,,,,,,,,,,True,,0,True,True
16793413,CRISTO REDENTOR 01 EIRELI,,,,,,,,,,,,True,,0,True,True
43206913,DANIEL A MACIEL JUNIOR DISTRIBUIDORA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
43586213,DANIEL DE CARVALHO BIAGI LTDA,,,,,,,,,,,,True,,0,True,True
09629328000146,D C COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
54836913,D DOS ANJOS FERREIRA COMERCIO VAREJISTA DE AGUA E GLP,,,,,,,,,,,,True,,0,True,True
23767613,DENI GAS PRO DISTRIBUIDORA LTDA,,,,,,,,,,,,True,,0,True,True
21416913,DEPOSITO FREITAS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
4176413,D F DE MATTOS CORREA,,,,,,,,,,,,True,,0,True,True
31368713,DIEGO DOUGLAS DE CARVALHO SILVA,,,,,,,,,,,,True,,0,True,True
26668413,DMC COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
27241513,D M DE AZEVEDO COMERCIO DE AGUA GLP E SERVICOS LTDA,,,,,,,,,,,,True,,0,True,True
07017359000110,D M DOS SANTOS PINHEIRO COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
42722613,DOM ELISEU COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
42722613,DOM ELISEU COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
42722613,DOM ELISEU COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
07151856000107,DP XAVIER  GAS,,,,,,,,,,,,True,,0,True,True
54974213,D SOUZA REVENDA DE GLP LTDA,,,,,,,,,,,,True,,0,True,True
22960913,DUARTE E SANTOS LTDA,,,,,,,,,,,,True,,0,True,True
22960913,DUARTE E SANTOS LTDA,,,,,,,,,,,,True,,0,True,True
05344742000158,DURAGAS LTDA,,,,,,,,,,,,True,,0,True,True
07333977000170,D W MARQUES COMERCIO VAREJISTA DE GLP LTDA,,,,,,,,,,,,True,,0,True,True
03342411000153,E B COELHO,,,,,,,,,,,,True,,0,True,True
54638613,ECS COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO LTDA,,,,,,,,,,,,True,,0,True,True
41621113,E DA SILVA TEIXEIRA DISTRIBUIDORA DE BEBIDAS E GAS,,,,,,,,,,,,True,,0,True,True
07344318000139,E D DOS SANTOS,,,,,,,,,,,,True,,0,True,True
07696523000163,E DE S ANDRADE COMERCIO DE GAS,,,,,,,,,,,,True,,0,True,True
13696813,E DE SOUZA PINHO,,,,,,,,,,,,True,,0,True,True
04044451000181,EDIMILSON DA COSTA SILVA,,,,,,,,,,,,True,,0,True,True
1173813,EDITE S DE OLIVEIRA COMERCIAL,,,,,,,,,,,,True,,0,True,True
07058139000135,E F AMOEDO CUNHA,,,,,,,,,,,,True,,0,True,True
41869213,E FARIAS COMERCIO DE GAS E BEBIDAS EIRELI,,,,,,,,,,,,True,,0,True,True
18474413,E G DE CASTRO EIRELI,,,,,,,,,,,,True,,0,True,True
11617213,E J BATISTA,,,,,,,,,,,,True,,0,True,True
18644713,ELIVAN ALMEIDA DOS SANTOS,,,,,,,,,,,,True,,0,True,True
57834913,ELTON COMERCIO VAREJISTA DE AGUA E GAS LTDA,,,,,,,,,,,,True,,0,True,True
12953813,E M DOS S BASTOS LTDA,,,,,,,,,,,,True,,0,True,True
19122913,E P G DE MORAES,,,,,,,,,,,,True,,0,True,True
30089613,ERNANI LIMA DA SILVA EIRELI,,,,,,,,,,,,True,,0,True,True
11616313,ESPACO GAS COMERCIO VAREJISTA LTDA,,,,,,,,,,,,True,,0,True,True
11616313,ESPACO GAS COMERCIO VAREJISTA LTDA,,,,,,,,,,,,True,,0,True,True
04443022000187,ESTANCIA NERY JUNIOR LTDA,,,,,,,,,,,,True,,0,True,True
15397713,E VALADARES SILVA LTDA,,,,,,,,,,,,True,,0,True,True
48747713,FABIANA GAS LTDA,,,,,,,,,,,,True,,0,True,True
37134113,FABIANA S DE OLIVEIRA,,,,,,,,,,,,True,,0,True,True
00808655000190,F AGUIAR APOLIANO COMERCIO,,,,,,,,,,,,True,,0,True,True
39905813,FAVORITO COMERCIO DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
36982713,F B CRUZ CORREA LTDA,,,,,,,,,,,,True,,0,True,True
00663255000134,F B VIERA BOTELHO COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
00663255000215,F B VIERA BOTELHO COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
24467213,F. C. C. VASCONCELOS COM. DE GAS E AGUA,,,,,,,,,,,,True,,0,True,True
26656313,F DE SOUSA NASCIMENTO COMERCIO,,,,,,,,,,,,True,,0,True,True
40930213,F DO C M DE SOUZA COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
12456313,FENIX DISTRIBUIDORA E TRANSPORTES LTDA,,,,,,,,,,,,True,,0,True,True
02214347000162,FRANCISCO DE ASSIS DE CARVALHO CEREAIS,,,,,,,,,,,,True,,0,True,True
03898222000323,F T SOUSA LTDA,,,,,,,,,,,,True,,0,True,True
04086836000101,GAS DO PEDRO LTDA,,,,,,,,,,,,True,,0,True,True
49303713,G DOS S DE LIMA,,,,,,,,,,,,True,,0,True,True
01537518000202,GEAN OLIVEIRA SOUSA,,,,,,,,,,,,True,,0,True,True
06890378000194,GONCALVES GAS LTDA,,,,,,,,,,,,True,,0,True,True
07931736000122,HELIO JOAO MUNIZ LOUREIRO,,,,,,,,,,,,True,,0,True,True
19503813,I A CORECHA DISTRIBUIDORA DE GAS,,,,,,,,,,,,True,,0,True,True
32693213,I AMARAL BORGES,,,,,,,,,,,,True,,0,True,True
27752713,I COSTA COMERCIO DE GAS E AGUA LTDA,,,,,,,,,,,,True,,0,True,True
2862913,I G ALVES COMERCIO DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
2862913,I G ALVES COMERCIO DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
14576513,IRANILCE SILVA SOUSA COMERCIO VAREJISTA DE GLP,,,,,,,,,,,,True,,0,True,True
10670213,IRMAOS AVELAR COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
07347777000176,ISAQUE COM DE GLP E BEBIDAS LTDA,,,,,,,,,,,,True,,0,True,True
1680613,I S DA SILVA COMERCIO,,,,,,,,,,,,True,,0,True,True
40991313,I S LIMA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
51590513,J3D COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
14593213,J3D COM VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
83581113,J A BRAZ ALEXANDRE COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
83581113,J A BRAZ ALEXANDRE COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
83581113,J A BRAZ ALEXANDRE COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
83581113,J A BRAZ ALEXANDRE COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
83581113,J A BRAZ ALEXANDRE COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
54263213,JBC COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
12396613,J B DA SILVA E CIA LTDA,,,,,,,,,,,,True,,0,True,True
04887471000114,J B DE AZEVEDO,,,,,,,,,,,,True,,0,True,True
18358913,J C CARRERA DO NASCIMENTO,,,,,,,,,,,,True,,0,True,True
24763513,JC COMERCIO DE GLP LTDA,,,,,,,,,,,,True,,0,True,True
84144213,J CECILIO DE OLIVEIRA,,,,,,,,,,,,True,,0,True,True
26968813,J C LOPES BAIA,,,,,,,,,,,,True,,0,True,True
53546513,J C N MELO LTDA,,,,,,,,,,,,True,,0,True,True
07467872000103,J C SANTOS DOS SANTOS,,,,,,,,,,,,True,,0,True,True
23858713,J DE P B ALEIXO,,,,,,,,,,,,True,,0,True,True
04307239000240,J E P WANZELER,,,,,,,,,,,,True,,0,True,True
04307239000160,J E P WANZELER,,,,,,,,,,,,True,,0,True,True
46450713,J E R AGUIAR JUNIOR LTDA,,,,,,,,,,,,True,,0,True,True
56930813,J E R DE OLIVEIRA LTDA,,,,,,,,,,,,True,,0,True,True
34293713,JESUS COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
34293713,JESUS COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
33146213,JESUS POR NOS COMERCIO DE COMBUSTIVEL LTDA,,,,,,,,,,,,True,,0,True,True
02445009000131,J E TAVARES BARROS COMERCIO - ME,,,,,,,,,,,,True,,0,True,True
54857913,J G COMERCIO VAREJISTA DE AGUA E GAS LTDA,,,,,,,,,,,,True,,0,True,True
18003613,J G LIMA FILHO COM DE GAS,,,,,,,,,,,,True,,0,True,True
23644413,J G R COMERCIO E DISTRIBUICAO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
23644413,J G R COMERCIO E DISTRIBUICAO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
23644413,J G R COMERCIO E DISTRIBUICAO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
08007610000129,JMA TAVARES COM DE GAS E TRANSPORTES LTDA,,,,,,,,,,,,True,,0,True,True
20689613,J M COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
20689613,J M COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
20689613,J M COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
51453213,J M E SILVA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
13530413,J N AGUIAR PORTELA,,,,,,,,,,,,True,,0,True,True
23369613,J NILSON CARNEIRO,,,,,,,,,,,,True,,0,True,True
12851913,JOBERTH SOUZA DE OLIVEIRA 68119950259,,,,,,,,,,,,True,,0,True,True
10735713,JOELSON DA SILVA OLIVEIRA SERVICOS E COM D COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
10735713,JOELSON DA SILVA OLIVEIRA SERVICOS E COM D COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
10735713,JOELSON DA SILVA OLIVEIRA SERVICOS E COM D COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
11664613,J O F MONTEIRO,,,,,,,,,,,,True,,0,True,True
32438813,JOSAFA E OLIVAL COMERCIO DE COMBUSTIVEL LTDA,,,,,,,,,,,,True,,0,True,True
07397793000173,JOSE AMERICO DE AZEVEDO TEIXEIRA FILHO,,,,,,,,,,,,True,,0,True,True
83660113,JOSE BONIFACIO BARBOSA,,,,,,,,,,,,True,,0,True,True
57311613,J P BARRETO E J BARRETO LTDA,,,,,,,,,,,,True,,0,True,True
17746913,J P B SOARES E J B SOARES LTDA,,,,,,,,,,,,True,,0,True,True
37914813,J PONTES SANTA BRIGIDA LTDA,,,,,,,,,,,,True,,0,True,True
32680113,J PORTAL COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
07958883000196,J R F PEREIRA E IRMAO LTDA,,,,,,,,,,,,True,,0,True,True
46736413,J S MORAES DA SILVA COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
44503513,J S REIS,,,,,,,,,,,,True,,0,True,True
20466213,J V B FERNANDES JUNIOR LTDA,,,,,,,,,,,,True,,0,True,True
20466213,J V B FERNANDES JUNIOR LTDA,,,,,,,,,,,,True,,0,True,True
07009734000180,J V DE VASCONCELOS COMERCIO,,,,,,,,,,,,True,,0,True,True
5661613,K A S COMERCIO VAREJISTA DE BEBIDAS E GLP LTDA,,,,,,,,,,,,True,,0,True,True
47141713,K C S DA CRUZ,,,,,,,,,,,,True,,0,True,True
21331713,K E L COMERCIO E SERVICOS LTDA,,,,,,,,,,,,True,,0,True,True
83854913,K S M BATISTA COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
14302213,LACERDA MASCARENHAS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
13158513,L C MORAES DO NASCIMENTO COMERCIO DE GAS,,,,,,,,,,,,True,,0,True,True
47611813,L DE F S ARAUJO LTDA,,,,,,,,,,,,True,,0,True,True
37552513,L DE O FERNANDES LTDA,,,,,,,,,,,,True,,0,True,True
41427813,L DE SOUZA MONTEIRO,,,,,,,,,,,,True,,0,True,True
07692590000100,L D T DE ARAUJO GONZAGA LTDA,,,,,,,,,,,,True,,0,True,True
27582713,LEANDRO L DE SOUSA LTDA,,,,,,,,,,,,True,,0,True,True
40066213,L F DOS S OLIVEIRA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
40066213,L F DOS S OLIVEIRA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
50051713,LIDERANCA BR COM E SERV LTDA,,,,,,,,,,,,True,,0,True,True
24205313,L M COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
05219505000165,L M S PIMENTEL,,,,,,,,,,,,True,,0,True,True
05360995000115,L N DA COSTA,,,,,,,,,,,,True,,0,True,True
31444113,LUNA N CERQUEIRA EIRELI,,,,,,,,,,,,True,,0,True,True
13114713,MACEDO RIBEIRO COM VAR DE GLP LTDA,,,,,,,,,,,,True,,0,True,True
34812513,M A DA COSTA SILVA EIRELI,,,,,,,,,,,,True,,0,True,True
10620113,M A MESQUITA DE SOUZA E CIA LTDA,,,,,,,,,,,,True,,0,True,True
11020713,MANANCIAL GAS COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
07001180000175,MANOEL FERREIRA DA LUZ,,,,,,,,,,,,True,,0,True,True
26228613,MARAJO GAS EIRELI,,,,,,,,,,,,True,,0,True,True
26228613,MARAJO GAS EIRELI,,,,,,,,,,,,True,,0,True,True
03043375000127,MARCELO CLEITON SANTOS VIEIRA,,,,,,,,,,,,True,,0,True,True
01248791000136,MARIA PEREIRA DE OLIVEIRA,,,,,,,,,,,,True,,0,True,True
34712513,MARTINS COMERCIO VAREJISTA DE GAS EIRELI,,,,,,,,,,,,True,,0,True,True
04731342000132,M A S SOARES,,,,,,,,,,,,True,,0,True,True
52669913,MASTER GAS LTDA,,,,,,,,,,,,True,,0,True,True
02756655000381,MAUES CARVALHO COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
2844613,MAYKESOEL SILVA DO NASCIMENTO,,,,,,,,,,,,True,,0,True,True
57637613,MC CONTENTE LTDA,,,,,,,,,,,,True,,0,True,True
2711313,M C R DA SILVA,,,,,,,,,,,,True,,0,True,True
09244776000202,M C SAMPAIO DE OLIVEIRA,,,,,,,,,,,,True,,0,True,True
27241813,M DA C APRIGIO,,,,,,,,,,,,True,,0,True,True
31632513,M DO C DIAS GONCALVES COMERCIO DE GAS LIQUEFEITO EIRELI,,,,,,,,,,,,True,,0,True,True
05007257000350,M E DA SILVA OLIVEIRA,,,,,,,,,,,,True,,0,True,True
05007257000431,M E DA SILVA OLIVEIRA,,,,,,,,,,,,True,,0,True,True
05007257000270,M E DA SILVA OLIVEIRA,,,,,,,,,,,,True,,0,True,True
05007257000199,M E DA SILVA OLIVEIRA,,,,,,,,,,,,True,,0,True,True
21728113,M E E DISTRIBUIDORA DE GASES LTDA,,,,,,,,,,,,True,,0,True,True
11199313,MERCANTIL SAO FRANCISCO LTDA,,,,,,,,,,,,True,,0,True,True
11199313,MERCANTIL SAO FRANCISCO LTDA,,,,,,,,,,,,True,,0,True,True
51470213,M G N CORREA DISTRIBUIDORA LTDA,,,,,,,,,,,,True,,0,True,True
11427313,MICILENE V. LEITE COMERCIO,,,,,,,,,,,,True,,0,True,True
53273613,MIYASAKI COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
11195613,M LIMA DE LIMA,,,,,,,,,,,,True,,0,True,True
11195613,M LIMA DE LIMA,,,,,,,,,,,,True,,0,True,True
08302399000177,M L T DE GONZAGA COMERCIO EIRELI,,,,,,,,,,,,True,,0,True,True
11495513,MM COMERCIAL LTDA,,,,,,,,,,,,True,,0,True,True
39914413,M M COMERCIO VAREJISTA DE GAS GLP EIRELI,,,,,,,,,,,,True,,0,True,True
22315413,M N PEREIRA COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
44187713,MONTEIRO E PINHO COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
84110413,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,,,,,,,,,,,,True,,0,True,True
57805713,M V COMERCIO VAREJISTA DE AGUA E GAS LTDA,,,,,,,,,,,,True,,0,True,True
24728413,NAGILB N N LTDA,,,,,,,,,,,,True,,0,True,True
24723413,N C DE VASCONCELOS COMERCIO VAREJISTA DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
03365821000110,NDS COMERCIO DE GAS LTDA,,,,,,,,,,,,True,,0,True,True
05304751000115,NEOGAS COMERCIO LTDA,,,,,,,,,,,,True,,0,True,True
54329713,NEOGAS COMERCIO VAREJISTA DE AGUA E GAS LTDA,,,,,,,,,,,,True,,0,True,True
12659113,NINA MARIA MENDES DA SILVA,,,,,,,,,,,,True,,0,True,True
01271426000142,NOBRE COMERCIO DE GLP EIRELI,,,,,,,,,,,,True,,0,True,True
1182613,NOGUCHI COMERCIO E DISTRIBUICAO LTDA,,,,,,,,,,,,True,,0,True,True
1182613,NOGUCHI COMERCIO E DISTRIBUICAO LTDA,,,,,,,,,,,,True,,0,True,True
