razao_social;cnpj
LUMA GAS LTDA;3,68569E+13
MAIS ECON DIST DE GAS LTDA;2,05546E+13
MAJU GAS E BEBIDAS LTDA;2,39576E+13
MANNOS COMERCIO DE GAS LTDA;3,47479E+13
MARANATA DISTRIBUIDORA DE GAS EIRELI;3,70938E+13
MARCELO CAETANO PEREIRA E CIA LTDA;05522667000178
MARCELO GAS DISTRIBUIDORA E TRANSPORTADORA LTDA;1,89953E+13
MARCIO JOSE DA SILVA O MARCAO;04343595000139
MARIA APARECIDA GAVA;05451697000130
MARLENE ALVES FERREIRA ASSIS;05504409000169
MARQUES E FOGACA LTDA;00167804000180
MARQUES GAS LTDA;3,43928E+13
MASTER GAS ANAPOLIS LTDA;4,26368E+13
MAURI GAS E DISTRIBUIDORA LTDA;2,88859E+13
M E DE MACEDO CAMPOS COMERCIO LTDA;3,14766E+13
MEGA EMPORIO DISTRIBUIDORA LTDA;4,87777E+13
MESQUITA DE OLIVEIRA EIRELI;04760540000124
MESSIAS BATISTA BARBOSA LAGARES O SHUREK GAS;4,49565E+13
MICHELLE ETERNA DA SILVA ROSA LTDA;1,9292E+13
MIX GAS COMERCIAL LTDA;1,54915E+13
M J GONCALVES DA SILVA;02442134000198
MM DOS SANTOS RIALCERES GAS LTDA;2,71083E+13
M POLIANA DA SILVA;3,64768E+13
MR DISTRIBUIDORA DE GAS E AGUA LTDA;5,42452E+13
MSP QUEIROZ GAS LTDA;5,10335E+13
M V FAUSTINO DE JESUS;2,62451E+13
NACIONAL GAS COMERCIO E DISTRIBUICAO LTDA;4,06766E+13
NAYANA MATIAS FURTADO DE OLIVEIRA;3,08479E+13
NAZEH DOS SANTOS FARES;04559735000100
N DA S BRITO COMERCIO E TRANSPORTE DE GAS GLP;04128091000449
NEOGAS DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;5,42729E+13
NILLO GAS COMERCIAL LTDA;4,99636E+13
NOLASCO GAS LTDA;3,15405E+13
NOVO JARDIM GAS LTDA;4,25065E+13
N S S GAS EIRELI;3,27447E+13
O DOS S NOGUEIRA;2,68977E+13
O DOS S NOGUEIRA;2,68977E+13
O DOS S NOGUEIRA;2,68977E+13
O DOS S NOGUEIRA;2,68977E+13
ORGANIZACOES XAVIER LTDA;1,08013E+13
ORIGINAL GAS LTDA;3,36502E+13
OURO GAS ARAPOANGA COMERCIO DE GLP LTDA;4,0275E+13
OURO GAS DE PONTALINA LTDA;07542185000105
OURO GAS E AGUA DE MORRINHOS LTDA;1,26428E+13
OURO GAS JD QUERENCIA COMERCIO DE GLP LTDA;3,17888E+13
OURO GAS LTDA;2,39341E+13
PABLO HENRIQUE DE SOUSA;2,01937E+13
PAPA LEGUAS GAS LTDA;2,85074E+13
PARAIBA DISTRIBUIDORA DE GAS E AGUA LTDA;3,02592E+13
PARAISO DISTRIBUIDORA DE GAS LTDA;5,2032E+13
PARQUE GAS DISTRIBUIDORA DE GAS LTDA;3,92577E+13
PAULO CELIO DOS SANTOS;1,90906E+13
PAULO CELSO DE CASTRO;3,35066E+13
PAULO HENRIQUE ALVES SAMPAIO;4,19716E+13
PELGI COMERCIO DE GAS E BEBIDAS LTDA;3,51193E+13
P.I COMERCIO DE GAS LTDA;05664755000104
PINHEIRO E LIMA DISTRIBUIDORA DE GAS LTDA;4,19179E+13
PONTO CERTO COMERCIO E DISTRIBUIDORA DE GAS LTDA;5,28651E+13
PONTUAL COMERCIO DE GAS LTDA;2,91302E+13
PONTUAL GAS E AGUA LTDA;2,7544E+13
PRATA GAS LTDA.;4,65955E+13
QUALLY COMERCIO DE GAS LTDA;3,31309E+13
QUATRO SSSS COMERCIO LTDA;01636816000179
QUERO GAS E RACAO LTDA;2,91536E+13
R13 CALDAS NOVAS II DERIVADOS DE PETROLEO LTDA;4,13419E+13
RAYANE SIEBRA GONCALVES;3,14279E+13
RD DISTRIBUIDORA DE GAS E BEBIDAS LTDA;4,17046E+13
REAL GAS LTDA;5,07319E+13
REDE CHAMA GAS COMERCIO DE GAS LTDA;04458446000115
REDE GAS LTDA;1,35124E+13
REI GAS LTDA;5,10275E+13
REINALDO PIRES;2,14411E+13
REIS GAS ATACADISTA LTDA;4,7577E+13
R E M COMERCIO DE GAS LTDA;01948646000168
RENOVACAO VENDAS DE GAS E BEBIDAS LTDA;3,79477E+13
REQUINTE SUPERMERCADO LTDA;2,14837E+13
R E R DISTRIBUIDORA E TRANSPORTE DE GAS EIRELI;09190333000103
REZENDE COMERCIO DE GLP LTDA;3,73267E+13
R FERNANDES PEREIRA;1,2639E+13
RICARDO DOS SANTOS CASTRO LTDA;5,51313E+13
RICARDO FERREIRA DOS SANTOS;1,54075E+13
RICARTE GAS LTDA;5,13121E+13
RIVALDO FERNANDES PEREIRA;3,11862E+13
ROBER GAS LTDA;3,6626E+13
ROBLEDO RESENDE LTDA;3,33447E+13
RODOVALHO SUPERMERCADO ESTRELAO LTDA;2,18291E+13
RODRIGO PIRES PEREIRA;09170095000166
RODRIGUES GAS E ALIMENTOS LTDA;5,02821E+13
ROGERIO SCHIMMUNECH;01751271000222
ROSA DE LOURDES DE SOUSA FIGUEREDO;2,18003E+13
ROSIDEILE BELO DE LIMA COSTA;07740182000186
ROSIMARY ANTONIA VAZ LTDA;04574258000152
RP REVENDEDORA DE GAS LTDA;2,33874E+13
SABRINA ABREU REIS LTDA;1,07184E+13
SANDRA MARIA OLIVEIRA GOMES;3,03783E+13
SANTANA GAS LTDA;2,82245E+13
SANTIAGO DISTRIBUIDORA DE GAS E BEBIDAS LTDA;4,0255E+13
SANTIAGO GAS LIMITADA;4,34262E+13
SANTOS GAS COMERCIO E TRANSPORTADORA LTDA;1,07916E+13
SB COMERCIAL DE ALIMENTOS LTDA;06997743000326
SB COMERCIAL DE ALIMENTOS LTDA;06997743000679
SB COMERCIAL DE ALIMENTOS LTDA;06997743000407
SERVE BEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;2,03203E+13
SESINALDO CANDIDO DA SILVA;1,74905E+13
SIDNEI MARCELO RIBEIRO 03295198160;2,43925E+13
SILVA COMERCIO DE GAS E AGUA LTDA;4,15953E+13
SILVA E SANTOS GAS LTDA;4,76566E+13
SILVIO MICENIO NUNES SANTOS;1,80938E+13
SIRLEI MOTA PEREIRA CARDOSO;05345527000171
S L DE SOUZA COMERCIO DE GAS LTDA;2,43333E+13
SOS COMERCIO DE GAS LTDA;3,06947E+13
SOUSA GAS E AGUA LTDA;5,02942E+13
SOUZA COMERCIO DE GAS LTDA;2,00169E+13
SSS COMERCIAL DE GAS E TRANSPORTES LTDA;05037901000171
STYLLUS GAS LTDA;5,45604E+13
SULINO E COSTA LTDA;1,0422E+13
SUPER 10 SUPERMERCADO LTDA;02565663000189
SUPERCOUTO EIRELI;04204747000201
SUPERCOUTO NOVA ERA LTDA;4,47628E+13
SUPERMERCADO 007 LTDA;2,48151E+13
SUPERMERCADO CENTRAL LTDA;02978208000105
SUPERMERCADO EBENEZER LTDA;5,40058E+13
SUPERMERCADO E CASA DE CARNES ALVORADA LTDA;01733390000171
SUPERMERCADO E CONSTRUTORA MONTEIRAO LTDA;00299008000109
SUPERMERCADO GONTIJO NETO LTDA;3,11018E+13
SUPERMERCADO O FARTURAO SOCIEDADE UNIPESSOAL LTDA;3,479E+13
SUPERMERCADO SACOLA CHEIA SUPER LTDA;4,49309E+13
SUPERMERCADOS MAIS UNIAO LTDA;1,91611E+13
SUPERMERCADO SUPER ATUAL LTDA;04424871000193
SUPER RONY LTDA;1,73709E+13
TALIBA GAS LTDA;3,75651E+13
TANIA SOARES DA SILVA;1,69903E+13
TAYNARA LORRANE RIBEIRO BORGES;1,23924E+13
TD OLIVEIRA EIRELI;2,40776E+13
TEIXEIRA SILVA E TEIXEIRA LTDA;1,83216E+13
THALES TALERA GAS LTDA;4,01913E+13
THATIANY MARQUES SIQUEIRA LTDA;4,91146E+13
TOCA DA ONCA COMERCIO DE GAS UNIPESSOAL LTDA;02768167000122
TOLEDO DISTRIBUIDORA DE GAS E AGUA LTDA;4,88226E+13
TO NA PORTA GAS E RACAO LTDA;4,92884E+13
TOP GAS COMERCIO DE GAS LTDA;06375339000159
TS ARAUJO DISTRIBUIDORA LTDA;3,96787E+13
TURBOGAS COMERCIO DE GAS LTDA;1,04469E+13
UL DE SOUZA;3,71549E+13
VALADAO E VENANCIA LTDA;3,74127E+13
VALDIVAN DA SILVA BATISTA;1,03439E+13
VALQUIRIA SANTOS DE OLIVEIRA EIRELI;2,32869E+13
VAPT DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;3,73775E+13
VICTOR HUGO LOPES COSTA;1,31773E+13
VILMONES BORGES DA SILVA;04966250000131
VINI GAS E AGUA LTDA;1,28563E+13
VITORIA COML DE GAS LTDA;2,68324E+13
VPN GAS E BEBIDAS LTDA;4,18347E+13
VW DISTRIBUIDORA DE AGUA E GAS LTDA;2,41958E+13
WANYLA JULHA BRITO DE SOUSA;2,03074E+13
WB COMERCIO DE GAS LTDA;3,35117E+13
WB DISTRIBUIDORA LTDA;5,25897E+13
W C F COMERCIO DE GAS LTDA;1,49443E+13
WELLINGTON JOSE DE SOUZA;04483011000120
WESLEY RODRIGUES GUIMARAES;1,07201E+13
WJ DISTRIBUIDORA DE GAS LTDA;06273316000133
WS GOMES DISTRIBUIDORA DE GAS E BEBIDAS LTDA;5,44141E+13
YAGO RODRIGUES FRANCA;2,42595E+13
YPE COMERCIO DE GAS E BEBIDAS LTDA;4,00301E+13
ZOOM GAS EIRELI;3,84436E+13
ABASTECEDORA DE COMBUSTIVEIS ENGENHO VELHO LTDA;02670376000139
ABASTECEDORA DE COMBUSTIVEIS QUINTAO LTDA;9,27614E+13
ABASTECEDORA DE COMBUSTIVEIS QUINTAO LTDA;9,27614E+13
ABASTECEDORA DE COMBUSTIVEIS RCR LTDA;03323519000107
ABASTECEDORA DE COMBUSTIVEIS ROBEDER LTDA;05260779000106
ABASTECEDORA DE COMBUSTIVEIS ROMADER LTDA;09475059000100
ADAO SAGINI DE LIMA;9,25558E+13
ADAVILSON CARDOSO SOARES;1,72944E+13
ADELINO REOLON E FILHO LTDA;9,16656E+13
A F DOS SANTOS SILVA GAS;4,0822E+13
AGNALDO DA SILVA ESTEVAO;1,39137E+13
AGUAJA COMERCIO AGUA MINERAL ALIMENTOS E GAS EIRELI;05896234000182
ALCIDES JONATAN DA FONSECA GABRIEL GAS;2,21097E+13
ALEXANDRE JUSTO MENGUE;07478031000100
ALEX CEZAR WENZ E CIA LTDA;09285234000105
ALEX SANDRO DA CUNHA BRINHOL;07780122000197
ALEX SANDRO DO CANTO CHAVES;1,57728E+13
ALEX SIMOES GONCALVES COMERCIO DE GAS E AGUA LIMITADA.;4,03161E+13
ANDRESSA PRATES DOS SANTOS;2,87198E+13
ANTONIO CARLOS NASCIMENTO DA SILVA;3,76821E+13
ANTONIO RAFAEL MOURA DA SILVA;2,77667E+13
AQUABELA COMERCIO DE GAS LTDA;09241325000130
ARALDI COMERCIO DE GAS EIRELI;3,92909E+13
ARAPONGA COMERCIO E TRANSPORTES LTDA;9,03372E+13
ARMELINDO LUIZ BASSO;02843541000107
ATACADAO DO GAS DISTRIBUIDORA LTDA;3,767E+13
AUTO POSTO D E G LTDA;8,76164E+13
AUTO POSTO PEGASO LTDA;1,47644E+13
BARAO GAS E AGUA LTDA;3,12897E+13
BARBEDO COMERCIO DE GAS LTDA;5,39826E+13
BETO GAS LTDA;04849661000147
BOHM E SILVA DISTRIBUIDORA DE GAS LTDA;1,47813E+13
BOM GAS GONZALES REVENDEDORA DE GAS LTDA;3,4007E+13
BRAGA E VANZELLA LTDA;06073318000189
BRAZIL GAS LTDA;4,78072E+13
BRUNO MORENO DOS SANTOS LTDA;3,77045E+13
BRUNO MORENO DOS SANTOS LTDA;3,77045E+13
BURGOGAS COMERCIO DE GAS LTDA;3,37371E+13
BURGOGAS COMERCIO DE GAS LTDA;3,37371E+13
CALDAS GAS LTDA;3,08726E+13
CAMINHO DO GAS LTDA;07811139000164
CARLOS ALBERTO GUSMAO DE FREITAS LTDA;05786486000159
CARLOS ALBERTO V DOS SANTOS;4,88285E+13
CARLOS ROBERTO LEAO ULGUIM;4,10324E+13
CENTRAL COMERCIO E DISTRIBUIDORA DE GAS LTDA;4,10899E+13
CENTRAL DO GAS - COMERCIO DE GAS E BEBIDAS LTDA;3,64558E+13
CENTRAL GAS CHARQUEADAS LTDA;07123451000165
CHAMORRA COMERCIO DE GAS LTDA;1,13976E+13
CLAUDINEI LUIS ENGEL;08334543000157
CLAUDIO FRANCO FERREIRA;4,10149E+13
CLEOMAR CAMARGO DOS SANTOS;3,79877E+13
COMERCIAL DE GAS ALEMAO LTDA;09585708000126
COMERCIAL DE GAS BARAO LTDA;1,0668E+13
COMERCIAL DE GAS BECKER LTDA;01485360000193
COMERCIAL DE GAS CAVALHEIRO LTDA;02964107000185
COMERCIAL DE GAS DONAL LTDA;08675846000133
COMERCIAL DE GAS E AGUA MINERAL PARQUE DOS EUCALIPTOS LTDA;2,48577E+13
COMERCIAL DE GAS EHRIG LTDA;1,7658E+13
COMERCIAL DE GAS EHRIG LTDA;1,7658E+13
COMERCIAL DE GAS ELIDA G COMPARSI LTDA;03812379000122
COMERCIAL DE GAS FOGUINHOS LTDA;9,73816E+13
COMERCIAL DE GAS GOULARTE LTDA;02160136000194
COMERCIAL DE GAS PELOTENSE LTDA;01217601000113
COMERCIAL DE GAS PILAR LTDA;8,9893E+13
COMERCIAL DOYLE LTDA;5,50351E+13
COMERCIAL DRB DE COMBUSTIVEIS E LUBRIFICANTES LTDA;4,74082E+13
COMERCIAL E DISTRIBUIDORA DE GAS QUERENCIA LTDA;03570992000180
COMERCIO DE COMBUSTIVEIS BVI LTDA;2,67461E+13
COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES ROSSATO LTDA;9,06828E+13
COMERCIO DE COMBUSTIVEIS FERRONATTO LTDA;07790460000100
COMERCIO DE COMBUSTIVEIS ITALIANS LTDA;5,31115E+13
COMERCIO DE COMBUSTIVEIS MP LTDA;2,40608E+13
COMERCIO DE COMBUSTIVEIS PONTO II LTDA;5,2005E+13
COMERCIO DE COMBUSTIVEIS ROHENKOHL LTDA;05747578000634
COMERCIO DE GAS BIOTTO LTDA;03799188000178
COMERCIO DE GAS LYRA LTDA;5,27331E+13
COMERCIO DE GAS MAQUINE LTDA;3,70241E+13
COMERCIO DE GAS PANCA LTDA;3,786E+13
COMERCIO DE GAS SANTA FE LTDA;5,9435E+13
COMERCIO DE GAS SANTA ISABEL LTDA;5,78097E+13
COMERCIO DE GAS SOMMAVILLA LTDA;3,72226E+13
COMERCIO DE GAS TOMAZ LTDA;2,20198E+13
COMERCIO DE GAS TONDIN LTDA;04631599000112
COMERCIO DE GAS ZAMIN E BEGOSSI LTDA;2,94033E+13
COMERCIO DE GAS ZILIOTTO LTDA;00579955000145
COMPANY GAS COMERCIO E VAREJO DE GAS E BEBIDAS LTDA;3,78038E+13
COMPANY GAS COMERCIO E VAREJO DE GAS E BEBIDAS LTDA;3,78038E+13
CRISTIANA PONCIO;5,41289E+13
CRISTIANO COSTA PEREIRA LTDA;4,39051E+13
CRISTIANO PADILHA MACHADO;1,50908E+13
CRISTIELI DE AVL QUEIROZ COLOMBY;08070352000125
C Y A DISTRIBUIDORA DE GAS E TRANSPORTES LTDA;1,73499E+13
DALECIO HENRIQUES DA SILVA JUNIOR;3,76064E+13
DANIEL DO COUTO FREITAS E CIA LTDA;07600938000191
DANIEL FONTANA KUNTZLER GAS E AGUA;3,78829E+13
DELCI TAVARES BARRETO;9,3378E+13
DELOSS DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;1,69424E+13
DELOSS DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA;1,69424E+13
DEPOSITO DE GAS HELINHO LTDA;09527231000122
DICKSON TREBIN MATTE;09257703000174
DIEGO HENRIQUE DA SILVA GONCALVES;5,35122E+13
DIEGO RAFAEL DE LIMA REVENDA DE GAS LTDA;4,03533E+13
DIOGO DERLI WENDT LTDA;1,89501E+13
DISTRIBUIDORA DE GAS E AGUA SANTO ANTONIO LTDA;2,25721E+13
DISTRIBUIDORA DE GAS MEDIANEIRA LTDA;5,06854E+13
DISTRIBUIDORA DE GAS SABIA LTDA;4,2153E+13
DISTRIBUIDORA EXPRESSO DE EMBALAGENS E GAS LTDA;4,69853E+13
DJT DISTRIBUIDORA DE GAS E AGUA LTDA;5,94837E+13
DONA MARIA COMERCIO DE AGUA MINERAL LTDA;08881136000160
DORNELES E RIGHI LTDA;09379110000180
EBENEZER COMERCIO DE GAS E ACESSORIOS LTDA;5,38376E+13
EDERSON DA SILVA PEREIRA;2,04617E+13
EDERSON LUIS DA S CARDOSO LTDA;5,2752E+13
EDUARDO ALMEIDA;04597436000160
EDUARDO PINTO DE OLIVEIRA GAS SANTEIRA LTDA;2,18977E+13
ELIANE GUARAGNI;02766299000115
ELIAS FRAGA SOUZA;2,32139E+13
ELOIR I FUHR;06300802000101
EVANDRO BATISTA CUNHA BASTIANI;1,46312E+13
EV COMERCIO DE COMBUSTIVEIS LTDA;5,04065E+13
EXPRESSOGAS COMERCIO E DISTRIBUICAO DE GAS LTDA;1,07371E+13
EZEQUIEL MARQUES LEAL ME;1,95851E+13
FABIANA DOS SANTOS SOARES MOREIRA;4,46709E+13
FABIO DA SILVA LTDA;02201585000133
FABIO REIS E CIA LTDA;3,50137E+13
FABRICA DISTRIBUIDORA LTDA;4,00033E+13
F B COMERCIO DE GAS LTDA;5,82644E+13
FELIZ DIST DE GAS E BEB LTDA;3,03553E+13
FERNANDA SILVA E SILVA LTDA;5,15007E+13
FERNANDO LACERDA;2,76406E+13
FERRAO COMERCIO DE GAS LTDA;4,16237E+13
FJ COMERCIO DE GAS LTDA;02633719000195
FLASH COM DE GAS E BEB LTDA;3,18766E+13
FLORES AP COMERCIO DE GAS LTDA;4,86739E+13
FLORES COMERCIO DE GAS LTDA;1,04974E+13
FORTE GAS COMERCIO DE GAS LTDA;2,37628E+13
FRANCIELLI FORTE VALENTINI;3,81761E+13
FRANCINE SIQUEIRA ILHA;5,11112E+13
FULL COMERCIO VAREJISTA DE GAS LTDA;2,00448E+13
GABRIEL SEVERO;2,97068E+13
G A COMERCIO E DISTRIBUIDORA LTDA;2,26733E+13
GAINETE BARREIRA DA SILVA;00385848000186
GARDEL DE OLIVEIRA ARPINO;3,50455E+13
GARDEL DE OLIVEIRA ARPINO;3,50455E+13
GAS CHAMA DA AMIZADE LTDA;1,46747E+13
GAS DA OTTO COMERCIO DE GLP LTDA;5,25178E+13
GAS DO BAIRRO LTDA;1,23884E+13
GAS DO MORRO LTDA;4,45573E+13
GAS EXPRESSO COMERCIO DE GAS LTDA;02264480000123
GELSON LUIZ PUHL;3,86271E+13
GERALDO DE BARROS ORTIZ;3,37373E+13
GILBERTO DE ASSIS;3,79357E+13
GRALA GAS LTDA;5,48439E+13
GRASIELA CESTARI;05061863000192
GUILHERME MARCONI DE OLIVEIRA SOARES;2,09863E+13
HELLO COMERCIAL DE GAS LTDA;3,21315E+13
HENRIGAS COMERCIO DE GAS LTDA;2,84125E+13
HENRIQUE GAMALHO DE SOUZA E CIA LTDA;2,46432E+13
HILARIO LUIZ RODRIGUES DA SILVA;2,22354E+13
IDEL DIAS PIRES;02602460000115
I J SCHU E CIA LTDA;7,24652E+13
ILSON E WELLINTON JARETA COMERCIO DE GAS LTDA;04549004000184
IVAN BRAGA MARQUES;08330130000102
JANAINA DA MOTA DE GOES;2,39097E+13
JANE CLAUDIA VILLAR FERREIRA;3,30939E+13
J BENEDETTO E CIA LTDA;1,91377E+13
J C MOURA;00922028000348
JESSICA FLORES RIBEIRO;3,97124E+13
JONATAS FERNANDO DA SILVA DIAS;3,42242E+13
JORGE CAMPOS NOGUEIRA;03407455000114
JOSE GILSO HELDT DA SILVA;3,29223E+13
JOSE LUIZ DE ALMEIDA MORALES;1,56941E+13
JOSE RAMIRO BARCELOS SOARES;3,74596E+13
JOSE VALMIR BALDIN;3,45056E+13
JOSE VALMIR BALDIN;3,45056E+13
JP TRANSPORTE E COMERCIO DE GAS EIRELI;03453262000108
JULIANO HANNA COMERCI DE OXIGENIOS E GASES INDUSTRIAIS LTDA;3,29278E+13
JULIO CESAR DE OLIVEIRA GAS;3,78649E+13
KATATAU COMERCIO DE GAS LTDA;3,86366E+13
LAERCIO K ALMEIDA;07407645000192
LAURECI DE SOUZA MACHADO;1,41086E+13
LEANDRO A DA S VICTOR;1,16891E+13
LEMOS E LUCAS LTDA;1,22034E+13
LEONARDO DANNI QUINZZANI;1,04474E+13
L G L COMERCIO E REPRESENTACOES DE GAS LTDA;00169712000139
L HOLEWA;08302035000197
LICIMAR MORAES DE CARVALHO;2,40318E+13
LIDER SUL GAS COMERCIO EIRELI;2,1831E+13
LINHA 15 COMERCIO DE GAS LTDA;2,2711E+13
L KOHLER COMERCIO DE GAS LTDA;2,9068E+13
L M COMERCIO E DISTRIBUIDORA DE GAS LTDA;3,94529E+13
LS DE ALMEIDA GAS;9,49567E+13
LUCIANO ZAMBENEDETTI DE SOUZA;1,85683E+13
LUIS RAFAEL FANFA;06950199000103
MAIA E BORGES LTDA;1,20451E+13
MAIA E BORGES LTDA;1,20451E+13
MANOEL AIRVO CORREA;9,43301E+13
MARAGATO COMERCIO DE GAS LTDA;2,83696E+13
MARCELO GONCALVES ALBRECHT LTDA;2,07454E+13
MARCIO ANDRE VIEIRA;1,90544E+13
MARCO ANTONIO CARPES COSTA;9,31745E+13
MARCO COMERCIO DE PRODUTOS AGROPECUARIOS FERRAGEM E GAS LTDA;4,71008E+13
MARCOS ROBERTO DE MOURA;3,07858E+13
MARCOS VINICIUS IZAGUIRRE LOPES;3,07893E+13
MARIA ALEXANDRA JUSTO LUMERTZ;1,20076E+13
MARIA ELI TAPIA DE VARGAS;2,37676E+13
MARIA VALDIRENE OLIVEIRA CASAGRANDE;1,80659E+13
MARIA ZENI RIBEIRO FIUZA VARGAS;2,97295E+13
MARISTEL BERNARDETE ONGARATTO PHILIPPI;1,16247E+13
MATEUS DOS SANTOS MACHADO;1,36846E+13
MB COMERCIO DE GAS LTDA;5,63919E+13
MD COMERCIO DE GAS LTDA;5,83362E+13
MELHOR GAS LTDA;05423131000103
MICHAEL JACSON SCHROEDER;1,33826E+13
MICHELE SIQUEIRA DO AMARAL;3,25498E+13
MIGUEL CANOAS GAS E AGUA LTDA;1,80935E+13
MIGUEL GAS E AGUA LTDA;2,84295E+13
MIL COMERCIO E SERVICOS LTDA;3,64019E+13
M I L KAEFER COMERCIAL DE GAS LTDA;00905767000402
M I L KAEFER COMERCIAL DE GAS LTDA;00905767000160
MINOSSI COMERCIO DE GAS E ACESSORIOS LTDA;3,15993E+13
M. J. S. ROLOFF;2,28668E+13
MK DISTRIBUIDORA DE GAS LTDA.;1,80244E+13
MP POSTOS E LOGISTICA LTDA;2,3449E+13
MP POSTOS E LOGISTICA LTDA;2,3449E+13
MP POSTOS E LOGISTICA LTDA;2,3449E+13
MPS COMERCIO DE COMBUSTIVEIS LTDA;3,74357E+13
MPS COMERCIO DE COMBUSTIVEIS LTDA;3,74357E+13
MPS COMERCIO DE COMBUSTIVEIS LTDA;3,74357E+13
MUCENEEKI E SILVEIRA LTDA;01612272000105
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000442
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000523
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000361
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000604
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000876
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000280
MULLER E MULLER DISTRIBUIDORA DE GAS LTDA;06129164000108
MULTIGAS COMERCIO DE GAS E VARIEDADES LTDA;5,11895E+13
MURILO DELLA FLORA ALBERTI LTDA;09376605000156
NACIONAL GAS SAO BORJA LTDA;2,13457E+13
NELSON ANTONIO LUBENOV;06369372000176
NEUZA MARTA MACHADO DOS SANTOS;2,82732E+13
NORTON MELOS ULGUIM;3,35461E+13
NOVA ERA COMERCIO DE COMBUSTIVEIS LTDA;4,00801E+13
NOVA ERA COMERCIO DE COMBUSTIVEIS LTDA;4,00801E+13
ODI FIALHO DE MACEDO;04710441000138
OLI ALTEMAR ALVES COMERCIO DE GAS LTDA;07802596000192
OMAR DANILO REHBEIN E CIA LTDA;4,48785E+13
PAMPA COMERCIO E DISTRIBUICAO DE GAS LTDA;2,90799E+13
PAMPA COMERCIO E DISTRIBUICAO DE GAS LTDA;2,90799E+13
PAMPA COMERCIO E DISTRIBUICAO DE GAS LTDA;2,90799E+13
PATRICIA ENDRES;1,78176E+13
PAULA ROSANE DA COSTA SOCOOWSKI;07789012000196
PAULINO GABRIEL GRALA E CIA LTDA;1,21592E+13
PAULO THEODORO HORBACH NETO;06944295000130
PEPE GAS LTDA;09375193000130
PETRO COMERCIO DE GAS LTDA;4,91096E+13
PETROLIQUI COMERCIO VAREJISTA DE GAS LTDA;3,73015E+13
PETROMULLER ABASTECEDORA LTDA;2,31933E+13
PIRAHY DISTRIBUIDORA DE GAS E AGUA LTDA;5,05309E+13
PK COM DE AGUA MINERAL GENEROS ALIMENTICIOS E UTILIDADES DOM;07192459000183
P NUNES DA SILVA LTDA;2,88179E+13
PONCHE VERDE COMERCIO DE GAS LTDA;5,82645E+13
POSTO DE GAS SAO GERALDO LTDA;4,54471E+13
POTRICH GAS E CIA LTDA;5,31906E+13
PROTASIO ABASTECEDORA DE COMBUSTIVEIS LTDA;3,14853E+13
PROVISAO COMBUSTIVEIS LTDA;3,08088E+13
QUADROS COMERCIO DE GAS E AGUA LTDA;2,63932E+13
QUEROGAS COMERCIO DE GLP LTDA;08222015000106
RAFAEL DOS SANTOS SIMOES;2,08249E+13
RAMOS COMERCIO DE GAS LTDA;08715016000192
RAMOS DISTRIBUIDORA DE GAS LTDA;01550325000100
RAQUEL DE FATIMA GAMALHO LTDA;07917942000269
RC COMERCIO DE GAS LTDA;02126462000428
RC COMERCIO DE GAS LTDA;02126462000690
RC COMERCIO DE GAS LTDA;02126462000185
RC COMERCIO DE GAS LTDA;02126462000509
RC FRONTEIRA COMERCIO DE COMBUSTIVEIS LTDA;5,11555E+13
RC SFP COMERCIO DE COMBUSTIVEIS LTDA;5,69908E+13
RENE CASTRO DA SILVA LTDA;1,08362E+13
RENE RIBEIRO MADALOSSO E CIA LTDA;03931965000196
RG COMERCIO DE GAS LTDA;04820686000118
R J BONALDO;1,78566E+13
ROBSON LOPES DE SENNA;3,31804E+13
ROBSON LUIS SC RESTINGA GAS;6,04175E+13
RODRIGO G DA SILVA;2,30758E+13
RODRIGO KUNDE SAALFELD;1,53661E+13
RODRIGUES E ALVES COMERCIO DE GAS E LAVAGEM DE VEICULOS LTDA;1,70153E+13
ROGERIO ARGENTA MACHADO;1,42309E+13
ROGERIO FARIAS DEMUTTI;1,41696E+13
ROLOFF E SOARES LTDA;04253586000157
RONDONIA GAS LTDA;5,61265E+13
ROSILAINE BATISTA CAPELARI;08769403000101
ROSUL GAS LTDA;5,48818E+13
SANDRA CRISTINA DE MATTOS GAS LIDER POA LTDA;5,34981E+13
SANTOS SILVA GAS LTDA;04090134000100
SAO JOSE COMERCIO DE GAS LTDA;5,82642E+13
SAO MARCO IMPORTACAO E EXPORTACAO LTDA;07868604000284
SAO MARCOS COMERCIO DE GAS LTDA;4,03092E+13
SAPIRANGA COMERCIO DE GAS LTDA;03383942000194
SELMAR DISTRIBUIDORA DE GAS LTDA;05217600000120
SERRANA GAS LTDA;4,67574E+13
SIGA SOLUCOES AMBIENTAIS LTDA;2,0919E+13
